brand,form_factor,screen_in,ram_gb,weight_kg,ssd_gb,hdd_gb,storage_total_gb,has_ssd,res_w,res_h,ppi,is_touch,is_ips,is_retina,cpu_brand,cpu_tier,cpu_ghz,gpu_brand,os_group,price_inr,price_usd
Acer,Notebook,15.6,8.0,2.23,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,0,0,AMD,Other,2.2,AMD,Windows,24988.32,301.06
Asus,2 in 1 Convertible,11.6,2.0,1.1,0.0,0.0,32.0,0,1366,768,135.0942111925629,1,0,0,Intel,Celeron,1.1,Intel,Windows,14652.0,176.53
Dell,Notebook,15.6,8.0,2.33,128.0,1000.0,1128.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i5,1.6,AMD,Windows,44968.32,541.79
HP,2 in 1 Convertible,13.3,16.0,1.29,1000.0,0.0,1000.0,1,3840,2160,331.2642361026012,1,1,0,Intel,Core i7,1.8,Intel,Windows,130482.72,1572.08
Lenovo,Notebook,13.3,4.0,1.45,0.0,0.0,16.0,0,1366,768,117.82653006268643,0,0,0,Intel,Celeron,1.6,Intel,Linux/Other,24503.472,295.22
HP,Notebook,14.0,8.0,1.95,256.0,0.0,256.0,1,1920,1080,157.3505121487356,0,0,0,Intel,Core i5,2.5,Intel,Windows,52214.4,629.09
Acer,Notebook,11.6,4.0,1.4,0.0,0.0,128.0,0,1366,768,135.0942111925629,0,0,0,Intel,Pentium,1.6,Intel,Windows,25840.8,311.33
HP,Notebook,14.0,8.0,1.48,256.0,0.0,256.0,1,1920,1080,157.3505121487356,0,0,0,Intel,Core i7,2.7,Intel,Windows,68837.76,829.37
Lenovo,Notebook,17.3,4.0,2.79,0.0,1000.0,1000.0,0,1600,900,106.11306214269258,0,0,0,Intel,Core i5,2.5,Nvidia,Windows,31381.92,378.1
Asus,Notebook,14.0,8.0,2.0,256.0,0.0,256.0,1,1920,1080,157.3505121487356,0,0,0,Intel,Core i7,2.7,Intel,Windows,58288.32,702.27
HP,Notebook,15.6,8.0,2.1,0.0,1000.0,1000.0,0,1366,768,100.45466986113651,0,1,0,Intel,Core i7,1.8,Intel,Windows,48058.56,579.02
Acer,Notebook,15.6,8.0,2.2,256.0,0.0,256.0,1,1366,768,100.45466986113651,0,0,0,AMD,Other,2.7,AMD,Windows,35111.52,423.03
Lenovo,Notebook,14.0,4.0,1.44,0.0,0.0,32.0,0,1366,768,111.93520355955211,0,0,0,Intel,Celeron,1.1,Intel,Windows,15557.76,187.44
Acer,Notebook,15.6,6.0,2.23,0.0,1000.0,1000.0,0,1366,768,100.45466986113651,0,0,0,Intel,Core i5,2.5,Intel,Windows,29250.72,352.42
Asus,Ultrabook,15.6,8.0,1.7,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i7,2.7,Nvidia,Windows,55938.672,673.96
HP,Ultrabook,12.5,8.0,1.26,256.0,0.0,256.0,1,1920,1080,176.23257360658386,0,0,0,Intel,Core i7,2.7,Intel,Windows,71128.8,856.97
Dell,Notebook,15.6,32.0,2.06,1000.0,0.0,1000.0,1,3840,2160,282.42399616439724,1,0,0,Intel,Core i7,2.8,Nvidia,Windows,140605.91999999998,1694.05
MSI,Gaming,17.3,8.0,2.7,256.0,1000.0,1256.0,1,1920,1080,127.33567457123111,0,0,0,Intel,Core i7,2.8,Nvidia,Windows,63882.72,769.67
Toshiba,Notebook,15.6,8.0,2.0,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,1,0,Intel,Core i5,2.5,Intel,Windows,50243.04,605.34
Asus,Notebook,14.0,8.0,2.0,256.0,1000.0,1256.0,1,1920,1080,157.3505121487356,0,0,0,Intel,Core i7,2.7,Intel,Windows,71075.52,856.33
Lenovo,Notebook,15.6,4.0,1.85,0.0,1000.0,1000.0,0,1920,1080,141.21199808219862,0,0,0,Intel,Core i3,2.0,Intel,Windows,23922.72,288.23
Asus,Gaming,15.6,8.0,2.5,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i7,2.8,Nvidia,Windows,53226.72,641.29
HP,Notebook,14.0,8.0,1.48,256.0,0.0,256.0,1,1920,1080,157.3505121487356,0,0,0,Intel,Core i5,2.6,Intel,Windows,67559.04,813.96
Dell,Ultrabook,15.6,8.0,1.9,128.0,1000.0,1128.0,1,1920,1080,141.21199808219862,0,1,0,Intel,Core i5,1.6,Nvidia,Windows,55890.72,673.38
HP,Notebook,15.6,8.0,1.84,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i5,2.5,Intel,Windows,60952.32,734.37
Asus,Notebook,15.6,4.0,2.0,0.0,1000.0,1000.0,0,1366,768,100.45466986113651,0,0,0,Intel,Celeron,1.1,Intel,Linux/Other,14651.4672,176.52
Dell,Notebook,15.6,8.0,2.0,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i5,1.6,Nvidia,Windows,60885.72,733.56
Dell,Notebook,15.6,4.0,2.2,0.0,500.0,500.0,0,1366,768,100.45466986113651,0,0,0,Intel,Celeron,1.6,Intel,Linux/Other,14646.672,176.47
Lenovo,Notebook,15.6,12.0,2.2,0.0,2000.0,2000.0,0,1920,1080,141.21199808219862,0,0,0,AMD,Other,3.6,AMD,Windows,47898.72,577.09
HP,Notebook,15.6,8.0,2.1,0.0,1000.0,1000.0,0,1920,1080,141.21199808219862,0,1,0,Intel,Core i3,2.4,Nvidia,Windows,38148.48,459.62
Lenovo,2 in 1 Convertible,13.9,16.0,1.4,512.0,0.0,512.0,1,3840,2160,316.96506044349616,1,1,0,Intel,Core i7,1.8,Intel,Windows,111834.72,1347.41
Dell,Ultrabook,13.3,8.0,1.2,256.0,0.0,256.0,1,1920,1080,165.6321180513006,0,0,0,Intel,Core i7,1.8,Intel,Windows,84129.12,1013.6
Lenovo,Gaming,15.6,16.0,2.4,256.0,2000.0,2256.0,1,1920,1080,141.21199808219862,0,1,0,Intel,Core i7,2.8,Nvidia,Windows,60153.119999999995,724.74
HP,Notebook,14.0,2.0,1.44,0.0,0.0,32.0,0,1366,768,111.93520355955211,0,0,0,Intel,Celeron,1.6,Intel,Windows,14865.12,179.1
Dell,Ultrabook,15.6,16.0,1.88,768.0,0.0,768.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i7,1.9,Intel,Windows,85672.1088,1032.19
Asus,2 in 1 Convertible,11.6,4.0,1.5,0.0,0.0,32.0,0,1366,768,135.0942111925629,1,0,0,Intel,Celeron,1.1,Intel,Windows,19980.0,240.72
Dell,Ultrabook,15.6,8.0,1.9,0.0,1000.0,1000.0,0,1920,1080,141.21199808219862,0,0,0,Intel,Core i5,1.6,AMD,Windows,35324.64,425.6
Dell,Notebook,15.6,16.0,2.06,512.0,0.0,512.0,1,3840,2160,282.42399616439724,1,0,0,Intel,Core i7,2.8,Nvidia,Windows,108020.9376,1301.46
HP,Notebook,15.6,8.0,1.84,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i7,2.7,Intel,Windows,69477.12,837.07
MSI,Gaming,17.3,8.0,2.7,128.0,1000.0,1128.0,1,1920,1080,127.33567457123111,0,0,0,Intel,Core i7,2.8,Nvidia,Windows,75071.52,904.48
HP,Workstation,15.6,8.0,2.6,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i7,2.8,Nvidia,Windows,92615.0256,1115.84
Toshiba,Notebook,15.6,16.0,2.4,512.0,0.0,512.0,1,1920,1080,141.21199808219862,0,1,0,Intel,Core i7,2.5,Nvidia,Windows,74751.84,900.62
Dell,Notebook,15.6,8.0,2.02,128.0,2000.0,2128.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i7,1.8,AMD,Windows,51729.55199999999,623.25
Lenovo,Notebook,15.6,4.0,2.2,0.0,1000.0,1000.0,0,1366,768,100.45466986113651,0,0,0,Intel,Celeron,1.1,Intel,No OS,17155.627200000003,206.69
Dell,Gaming,15.6,8.0,2.65,0.0,1000.0,1000.0,0,1920,1080,141.21199808219862,0,0,0,Intel,Core i5,2.5,Nvidia,Windows,53226.72,641.29
Dell,Notebook,15.6,8.0,2.36,0.0,2000.0,2000.0,0,1366,768,100.45466986113651,1,0,0,Intel,Core i5,2.5,Intel,Windows,29696.6736,357.79
Dell,Notebook,14.0,8.0,1.36,256.0,0.0,256.0,1,1920,1080,157.3505121487356,0,0,0,Intel,Core i5,2.6,Intel,Windows,76030.56,916.03
HP,Notebook,15.6,4.0,1.86,0.0,500.0,500.0,0,1366,768,100.45466986113651,0,0,0,Intel,Core i3,2.0,Intel,Windows,23389.92,281.81
Asus,Notebook,14.0,8.0,2.0,256.0,0.0,256.0,1,1920,1080,157.3505121487356,0,0,0,Intel,Core i5,2.5,Intel,Windows,50349.6,606.62
Lenovo,Notebook,17.3,6.0,2.8,128.0,1000.0,1128.0,1,1600,900,106.11306214269258,0,0,0,Intel,Core i5,2.5,Nvidia,Windows,38308.32,461.55
HP,Notebook,15.6,8.0,1.86,0.0,1000.0,1000.0,0,1920,1080,141.21199808219862,0,0,0,Intel,Core i5,2.5,Intel,Windows,34045.92,410.19
Lenovo,Notebook,15.6,8.0,2.2,256.0,0.0,256.0,1,1366,768,100.45466986113651,0,0,0,Intel,Core i3,2.0,Nvidia,No OS,26586.72,320.32
HP,Notebook,15.6,8.0,2.04,0.0,2000.0,2000.0,0,1366,768,100.45466986113651,0,0,0,Intel,Pentium,1.6,Intel,Windows,20725.92,249.71
Dell,Notebook,17.3,8.0,2.8,128.0,1000.0,1128.0,1,1920,1080,127.33567457123111,0,0,0,Intel,Core i5,1.6,AMD,Windows,57808.8,696.49
Lenovo,Gaming,15.6,8.0,2.4,128.0,1000.0,1128.0,1,1920,1080,141.21199808219862,0,1,0,Intel,Core i5,2.5,Nvidia,No OS,43103.52,519.32
Dell,Notebook,15.6,8.0,2.33,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i7,2.7,AMD,Windows,47898.72,577.09
HP,Ultrabook,14.0,8.0,1.36,256.0,0.0,256.0,1,1920,1080,157.3505121487356,0,1,0,Intel,Core i7,2.7,Intel,Windows,93240.0,1123.37
Asus,2 in 1 Convertible,15.6,12.0,2.26,512.0,2000.0,2512.0,1,1920,1080,141.21199808219862,1,0,0,Intel,Core i7,2.7,Nvidia,Windows,58554.72,705.48
Acer,Notebook,15.6,4.0,2.1,128.0,0.0,128.0,1,1366,768,100.45466986113651,0,0,0,AMD,Other,3.0,AMD,Windows,22697.28,273.46
Asus,Gaming,17.3,16.0,3.25,256.0,1000.0,1256.0,1,1920,1080,127.33567457123111,0,1,0,AMD,Ryzen,3.0,AMD,Windows,117162.72,1411.6
Lenovo,Notebook,17.3,4.0,2.6,128.0,0.0,128.0,1,1600,900,106.11306214269258,0,0,0,AMD,Other,2.2,AMD,Windows,26053.92,313.9
Dell,2 in 1 Convertible,13.3,8.0,1.62,256.0,0.0,256.0,1,1920,1080,165.6321180513006,1,0,0,Intel,Core i7,1.8,Intel,Windows,46300.85279999999,557.84
HP,Notebook,15.6,4.0,1.91,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,0,0,AMD,Other,3.0,AMD,Windows,26053.3872,313.9
Lenovo,Netbook,11.6,4.0,1.59,128.0,0.0,128.0,1,1366,768,135.0942111925629,0,1,0,Intel,Celeron,1.1,Intel,Windows,29463.84,354.99
Dell,Notebook,15.6,4.0,1.8,0.0,500.0,500.0,0,1366,768,100.45466986113651,0,0,0,Intel,Celeron,1.6,Intel,Windows,16463.52,198.36
Asus,Notebook,14.0,4.0,1.5,0.0,0.0,32.0,0,1366,768,111.93520355955211,0,0,0,Intel,Celeron,1.1,Intel,Windows,15238.08,183.59
Acer,Notebook,15.6,8.0,2.4,0.0,1000.0,1000.0,0,1920,1080,141.21199808219862,0,0,0,Intel,Core i7,2.8,Nvidia,Linux/Other,45074.88,543.07
HP,Gaming,17.3,8.0,3.35,128.0,1000.0,1128.0,1,1920,1080,127.33567457123111,0,1,0,Intel,Core i7,2.8,Nvidia,Windows,63456.48,764.54
Lenovo,Notebook,15.6,4.0,1.85,128.0,0.0,128.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i3,2.0,Intel,No OS,21498.48,259.02
Asus,Gaming,15.6,8.0,2.3,128.0,1000.0,1128.0,1,1920,1080,141.21199808219862,0,1,0,Intel,Core i7,2.8,Nvidia,Windows,88178.4,1062.39
Lenovo,Notebook,14.0,8.0,1.5,256.0,0.0,256.0,1,1920,1080,157.3505121487356,0,1,0,Intel,Core i5,2.5,Nvidia,Windows,58554.72,705.48
Asus,Ultrabook,13.3,16.0,1.1,512.0,0.0,512.0,1,1920,1080,165.6321180513006,1,0,0,Intel,Core i7,2.7,Intel,Windows,93181.392,1122.67
Lenovo,Ultrabook,14.0,8.0,1.13,512.0,0.0,512.0,1,2560,1440,209.8006828649808,0,1,0,Intel,Core i7,2.7,Intel,Windows,121584.96,1464.88
Lenovo,Notebook,13.3,4.0,1.5,128.0,0.0,128.0,1,1920,1080,165.6321180513006,0,1,0,Intel,Core i3,2.4,Intel,Windows,29250.72,352.42
Dell,Workstation,15.6,8.0,2.23,0.0,500.0,500.0,0,1920,1080,141.21199808219862,0,0,0,Intel,Core i5,2.6,AMD,Windows,72940.31999999999,878.8
Dell,Workstation,15.6,8.0,2.0,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,1,0,Intel,Core i7,2.7,Nvidia,Windows,113752.8,1370.52
Lenovo,2 in 1 Convertible,14.0,16.0,1.42,512.0,0.0,512.0,1,2560,1440,209.8006828649808,1,0,0,Intel,Core i7,2.7,Intel,Windows,133679.52,1610.6
Asus,Gaming,17.3,8.0,3.0,0.0,1000.0,1000.0,0,1920,1080,127.33567457123111,0,0,0,Intel,Core i7,2.8,Nvidia,Windows,55357.92,666.96
Asus,Gaming,17.3,16.0,3.0,256.0,1000.0,1256.0,1,1920,1080,127.33567457123111,0,0,0,Intel,Core i7,2.8,Nvidia,Windows,84768.48,1021.31
Acer,Notebook,15.6,12.0,2.2,0.0,1000.0,1000.0,0,1366,768,100.45466986113651,0,1,0,Intel,Core i5,1.6,Nvidia,Windows,36975.7872,445.49
MSI,Gaming,17.3,8.0,2.7,256.0,0.0,256.0,1,1920,1080,127.33567457123111,0,0,0,Intel,Core i7,2.8,Nvidia,Windows,71874.72,865.96
Dell,Notebook,15.6,8.0,2.33,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i7,2.7,AMD,Linux/Other,41498.1936,499.98
HP,Ultrabook,15.6,4.0,1.91,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,0,0,AMD,Other,3.0,AMD,Windows,26586.72,320.32
Lenovo,Notebook,15.6,8.0,2.1,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,1,0,Intel,Core i7,1.8,AMD,Windows,65510.9568,789.29
Lenovo,Notebook,14.0,8.0,1.9,256.0,0.0,256.0,1,1920,1080,157.3505121487356,0,1,0,Intel,Core i5,2.5,Intel,Windows,49976.64,602.13
Dell,Workstation,15.6,8.0,1.78,256.0,0.0,256.0,1,3840,2160,282.42399616439724,1,0,0,Intel,Core i7,2.8,Nvidia,Windows,144495.36,1740.91
Lenovo,Ultrabook,14.0,16.0,1.13,1000.0,0.0,1000.0,1,2560,1440,209.8006828649808,0,1,0,Intel,Core i7,2.7,Intel,Windows,139860.0,1685.06
Lenovo,Notebook,15.6,4.0,2.2,0.0,1000.0,1000.0,0,1366,768,100.45466986113651,0,0,0,Intel,Celeron,1.1,Intel,Windows,16303.68,196.43
Asus,Gaming,17.3,16.0,2.9,256.0,1000.0,1256.0,1,1920,1080,127.33567457123111,0,0,0,Intel,Core i7,2.8,Nvidia,Windows,81465.12,981.51
Lenovo,Notebook,15.6,8.0,2.1,256.0,1000.0,1256.0,1,1920,1080,141.21199808219862,0,1,0,Intel,Core i5,1.6,AMD,Windows,60978.96,734.69
Acer,Notebook,15.6,8.0,2.5,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i7,2.8,Nvidia,Linux/Other,46833.119999999995,564.25
MSI,Gaming,17.3,16.0,2.8,256.0,1000.0,1256.0,1,1920,1080,127.33567457123111,0,0,0,Intel,Core i7,2.8,Nvidia,Windows,119826.72,1443.7
Asus,Ultrabook,14.0,8.0,1.1,512.0,0.0,512.0,1,1920,1080,157.3505121487356,0,0,0,Intel,Core i7,2.7,Intel,Windows,99793.44,1202.33
Toshiba,Ultrabook,13.3,16.0,1.2,512.0,0.0,512.0,1,1920,1080,165.6321180513006,0,0,0,Intel,Core i7,2.5,Intel,Windows,93080.16,1121.45
Dell,Ultrabook,14.0,8.0,1.36,512.0,0.0,512.0,1,1920,1080,157.3505121487356,0,0,0,Intel,Core i7,2.8,Intel,Windows,89510.4,1078.44
Lenovo,Notebook,15.6,4.0,2.2,0.0,500.0,500.0,0,1920,1080,141.21199808219862,0,0,0,Intel,Core i3,2.0,Intel,Windows,21791.52,262.55
Lenovo,Notebook,11.6,2.0,1.15,0.0,0.0,32.0,0,1366,768,135.0942111925629,0,0,0,Intel,Celeron,1.1,Intel,Windows,16221.096,195.43
Lenovo,Workstation,15.6,8.0,2.67,512.0,0.0,512.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i7,2.8,Nvidia,Windows,102564.0,1235.71
Lenovo,Ultrabook,14.0,8.0,1.7,512.0,0.0,512.0,1,2560,1440,209.8006828649808,0,1,0,Intel,Core i7,2.8,Nvidia,Windows,103523.04,1247.27
HP,Notebook,15.6,4.0,2.1,0.0,1000.0,1000.0,0,1920,1080,141.21199808219862,0,0,0,Intel,Core i3,2.0,AMD,Windows,24988.32,301.06
Acer,2 in 1 Convertible,13.3,8.0,1.6,256.0,0.0,256.0,1,1920,1080,165.6321180513006,1,1,0,Intel,Core i7,2.5,Intel,Windows,42038.4528,506.49
Asus,2 in 1 Convertible,13.3,8.0,1.27,256.0,0.0,256.0,1,1920,1080,165.6321180513006,1,1,0,Intel,Core i5,2.5,Intel,Windows,49443.84,595.71
Dell,Notebook,15.6,4.0,2.3,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i5,2.5,AMD,Linux/Other,31909.391999999996,384.45
Dell,Notebook,13.3,4.0,1.65,128.0,0.0,128.0,1,1366,768,117.82653006268643,0,0,0,Intel,Core i3,2.0,Intel,Windows,36709.92,442.29
HP,Ultrabook,14.0,8.0,1.43,256.0,0.0,256.0,1,1920,1080,157.3505121487356,0,0,0,Intel,Core i7,2.5,Intel,Windows,79920.0,962.89
Dell,Notebook,15.6,8.0,2.14,0.0,1000.0,1000.0,0,1366,768,100.45466986113651,0,0,0,Intel,Core i5,2.5,Intel,Windows,28768.536,346.61
Lenovo,Ultrabook,14.0,8.0,1.75,256.0,0.0,256.0,1,1920,1080,157.3505121487356,0,1,0,Intel,Core i7,1.8,AMD,Windows,64755.44640000001,780.19
Lenovo,2 in 1 Convertible,15.6,16.0,2.0,512.0,0.0,512.0,1,3840,2160,282.42399616439724,1,1,0,Intel,Core i7,2.8,Nvidia,Windows,101178.72,1219.02
Chuwi,Notebook,12.3,6.0,1.4,0.0,0.0,64.0,0,2736,1824,267.3384360344031,0,1,1,Intel,Celeron,1.1,Intel,Windows,23922.72,288.23
HP,Notebook,15.6,8.0,2.31,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i7,2.9,Intel,Windows,76030.56,916.03
Asus,Notebook,15.6,8.0,2.3,0.0,1000.0,1000.0,0,1920,1080,141.21199808219862,0,0,0,Intel,Core i3,2.4,Nvidia,Linux/Other,31808.16,383.23
Dell,Gaming,17.3,16.0,4.42,256.0,1000.0,1256.0,1,2560,1440,169.78089942830815,0,1,0,Intel,Core i7,2.9,Nvidia,Windows,149130.72,1796.76
Dell,Gaming,15.6,8.0,2.62,128.0,1000.0,1128.0,1,1920,1080,141.21199808219862,0,1,0,Intel,Core i7,2.8,Nvidia,Windows,61751.52,743.99
Dell,Notebook,15.6,8.0,2.02,256.0,2000.0,2256.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i7,1.8,AMD,Windows,60867.072,733.34
Dell,Ultrabook,14.0,8.0,1.6,256.0,0.0,256.0,1,1920,1080,157.3505121487356,0,0,0,Intel,Core i7,2.8,Intel,Linux/Other,58554.72,705.48
HP,Gaming,17.3,12.0,3.35,256.0,1000.0,1256.0,1,1920,1080,127.33567457123111,0,0,0,Intel,Core i7,2.8,Nvidia,Windows,106506.72,1283.21
Mediacom,2 in 1 Convertible,11.6,4.0,1.16,32.0,0.0,32.0,1,1920,1080,189.90579052433606,1,1,0,Intel,Celeron,1.1,Intel,Windows,15930.72,191.94
Samsung,Netbook,11.6,4.0,1.15,0.0,0.0,16.0,0,1366,768,135.0942111925629,0,0,0,Intel,Celeron,1.6,Intel,Linux/Other,14332.32,172.68
Lenovo,Notebook,13.3,8.0,1.4,256.0,0.0,256.0,1,1920,1080,165.6321180513006,0,1,0,Intel,Core i7,2.7,Intel,Windows,53812.8,648.35
Lenovo,Notebook,14.0,4.0,1.7,128.0,0.0,128.0,1,1920,1080,157.3505121487356,0,1,0,Intel,Core i3,2.7,Intel,Windows,31914.72,384.51
Lenovo,Workstation,15.6,16.0,2.3,512.0,0.0,512.0,1,3840,2160,282.42399616439724,0,1,0,Intel,Core i7,2.8,Nvidia,Windows,130269.6,1569.51
Lenovo,Notebook,15.6,16.0,2.5,512.0,0.0,512.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i7,2.9,Nvidia,Windows,130482.72,1572.08
Asus,Gaming,17.3,8.0,3.2,256.0,1000.0,1256.0,1,1920,1080,127.33567457123111,0,0,0,AMD,Ryzen,3.2,AMD,Windows,90309.6,1088.07
HP,Notebook,15.6,4.0,2.1,0.0,500.0,500.0,0,1366,768,100.45466986113651,0,0,0,Intel,Celeron,1.6,Intel,Windows,18488.16,222.75
Google,Ultrabook,12.3,16.0,1.1,512.0,0.0,512.0,1,2400,1600,234.50740003017813,1,0,0,Intel,Core i7,1.3,Intel,Linux/Other,117162.72,1411.6
Lenovo,Ultrabook,14.0,24.0,1.32,512.0,0.0,512.0,1,2560,1440,209.8006828649808,0,0,0,Intel,Core i7,2.7,Intel,Windows,126912.96,1529.07
Asus,Notebook,15.6,4.0,2.0,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i5,2.5,Intel,Linux/Other,29783.52,358.84
Lenovo,Notebook,17.3,8.0,2.8,0.0,1000.0,1000.0,0,1600,900,106.11306214269258,0,0,0,AMD,Other,2.5,AMD,Windows,27652.32,333.16
Dell,Notebook,15.6,4.0,2.2,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i5,1.6,AMD,Windows,39906.72,480.8
Lenovo,Ultrabook,12.5,8.0,1.36,256.0,0.0,256.0,1,1920,1080,176.23257360658386,0,1,0,Intel,Core i5,2.5,Intel,Windows,76137.12,917.31
Lenovo,Notebook,15.6,4.0,2.2,128.0,0.0,128.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Pentium,1.1,Intel,Windows,18594.72,224.03
HP,Gaming,15.6,8.0,2.2,128.0,1000.0,1128.0,1,1920,1080,141.21199808219862,0,1,0,Intel,Core i7,2.8,Nvidia,Windows,58554.72,705.48
Dell,Notebook,14.0,8.0,1.64,256.0,0.0,256.0,1,1920,1080,157.3505121487356,0,0,0,Intel,Core i5,2.8,Nvidia,Windows,62817.119999999995,756.83
Acer,Notebook,15.6,4.0,2.4,0.0,500.0,500.0,0,1366,768,100.45466986113651,0,0,0,Intel,Core i5,2.5,Intel,Linux/Other,23539.104,283.6
Dell,Workstation,15.6,8.0,2.23,0.0,1000.0,1064.0,0,1920,1080,141.21199808219862,0,0,0,Intel,Xeon,3.0,Nvidia,Windows,106187.04,1279.36
MSI,Gaming,15.6,8.0,2.2,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i5,2.5,Nvidia,Windows,54757.9872,659.73
Microsoft,Ultrabook,13.5,16.0,1.25,512.0,0.0,512.0,1,2256,1504,200.84255993695703,1,0,0,Intel,Core i7,2.5,Intel,Windows,137941.91999999998,1661.95
HP,Notebook,15.6,8.0,1.91,128.0,0.0,128.0,1,1366,768,100.45466986113651,0,0,0,Intel,Core i5,2.5,Intel,Windows,31381.92,378.1
Dell,Workstation,15.6,16.0,2.17,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,1,0,Intel,Core i7,2.7,Nvidia,Windows,105228.0,1267.81
HP,Workstation,15.6,8.0,2.31,512.0,0.0,512.0,1,1920,1080,141.21199808219862,0,1,0,Intel,Core i7,2.9,Intel,Windows,81731.52,984.72
Lenovo,Notebook,14.0,8.0,1.65,256.0,0.0,256.0,1,1920,1080,157.3505121487356,0,0,0,Intel,Core i5,2.5,Intel,Windows,71661.59999999999,863.39
Dell,Notebook,15.6,8.0,2.36,128.0,1000.0,1128.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i7,1.8,AMD,Windows,52161.119999999995,628.45
Dell,2 in 1 Convertible,11.6,4.0,1.47,0.0,500.0,500.0,0,1366,768,135.0942111925629,1,0,0,Intel,Pentium,1.6,Intel,Windows,25521.12,307.48
Dell,Notebook,17.3,8.0,4.42,0.0,1000.0,1000.0,0,1920,1080,127.33567457123111,0,1,0,Intel,Core i7,2.7,Nvidia,Windows,109010.88,1313.38
Microsoft,Ultrabook,13.5,4.0,1.252,128.0,0.0,128.0,1,2256,1504,200.84255993695703,1,0,0,Intel,Other,2.2,Intel,Windows,52693.92,634.87
Microsoft,Ultrabook,13.5,8.0,1.25,256.0,0.0,256.0,1,2256,1504,200.84255993695703,1,0,0,Intel,Core i7,2.5,Intel,Windows,95850.72,1154.83
HP,Notebook,17.3,8.0,2.5,256.0,0.0,256.0,1,1600,900,106.11306214269258,0,0,0,Intel,Core i3,2.0,Intel,Windows,34093.871999999996,410.77
Acer,Notebook,15.6,4.0,2.23,0.0,1000.0,1000.0,0,1920,1080,141.21199808219862,0,0,0,Intel,Core i3,2.0,Nvidia,Windows,28984.32,349.21
Acer,Netbook,11.6,4.0,1.4,128.0,0.0,128.0,1,1366,768,135.0942111925629,0,0,0,Intel,Celeron,1.6,Intel,Windows,23176.8,279.24
Asus,Notebook,15.6,8.0,2.37,0.0,1000.0,1000.0,0,1920,1080,141.21199808219862,0,0,0,Intel,Core i5,2.5,Intel,Windows,39906.72,480.8
Lenovo,Notebook,14.0,8.0,1.5,512.0,0.0,512.0,1,1920,1080,157.3505121487356,0,1,0,Intel,Core i7,2.7,AMD,No OS,42570.72,512.9
Lenovo,Notebook,15.6,8.0,2.67,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i7,2.9,Nvidia,Windows,111355.2,1341.63
Asus,Notebook,15.6,4.0,2.0,0.0,500.0,500.0,0,1366,768,100.45466986113651,0,0,0,Intel,Pentium,1.1,Intel,Windows,16197.12,195.15
Acer,Notebook,15.6,4.0,2.2,0.0,500.0,500.0,0,1366,768,100.45466986113651,0,0,0,Intel,Core i3,2.0,Nvidia,Windows,24988.32,301.06
Dell,Notebook,15.6,8.0,2.02,0.0,2000.0,2000.0,0,1920,1080,141.21199808219862,0,0,0,Intel,Core i5,1.6,AMD,Windows,40439.52,487.22
HP,Gaming,17.3,12.0,3.78,0.0,1000.0,1000.0,0,1920,1080,127.33567457123111,0,1,0,Intel,Core i7,2.8,Nvidia,Windows,90522.72,1090.64
Lenovo,Ultrabook,14.0,12.0,1.4,256.0,0.0,256.0,1,2560,1440,209.8006828649808,0,1,0,Intel,Core i7,2.6,Intel,Windows,98994.24,1192.7
